id,video_title,thumbnail_text,comment_text,img,label,split
13190,Góp ý thẳng thắn với VTV !!! #hiephoangngo #tiktoknew #trending,Sự cố kiểm duyệt của VTV Khi liên tục mắc các lỗi sơ đẳng!!!,VTV giờ còn là cái tên thôi. Chứ làm ăn như báo lá cải thôi,vid_0053.jpg,Offensive,train
6971,Người phụ nữ đi ô tô xô đổ xe máy của shipper ở TPHCM #dantrinews #LearnOnTikTok #xuhuong,NGƯỜI PHỤ NỮ ĐI Ô TÔ XÔ ĐỔ XE MÁY CỦA SHIPPER Ở TPHCM,ăn mặc lịch lãm mà tánh tình không đẹp,vid_0090.jpg,Offensive,train
5909,Người phụ nữ đi ô tô xô đổ xe máy của shipper ở TPHCM #dantrinews #LearnOnTikTok #xuhuong,NGƯỜI PHỤ NỮ ĐI Ô TÔ XÔ ĐỔ XE MÁY CỦA SHIPPER Ở TPHCM,Nhìn cái tướng mẻ đi là hiểu tư cách mẻ rồi,vid_0090.jpg,Offensive,train
13725,Góp ý thẳng thắn với VTV !!! #hiephoangngo #tiktoknew #trending,Sự cố kiểm duyệt của VTV Khi liên tục mắc các lỗi sơ đẳng!!!,Hazziiii ông nói k nặng gì cả..? Nói nặng lên..nghe chưa đã,vid_0053.jpg,Offensive,train
4318,"Lực lượng chức năng huyện Đan Phượng, TP Hà Nội đang tiến hành cưỡng chế phá dỡ các vi phạm nhà xưởng trên đất nông nghiệp. Trước đó chính quyền đã thực hiện các bước tuyên truyền, vận động người dân tự tháo dỡ, tuy nhiên người dân cho rằng, do chưa thể vận chuyển hết hàng hóa nên mong muốn có thêm thời gian để thực hiện việc tự phá dỡ. #quochoitv #tiktoknews #cuongche #cuongchedat #datnongnghiep #danphuong #viphamdatdai","TRUYỀN HÌNH QUỐC HỘI VIỆT NAM quochoitv.vn digitaltv@quochoi.vn 0862.656.565 CƯỠNG CHẾ VI PHẠM TRÊN ĐẤT NÔNG NGHIỆP TẠI HÀ NỘI: DÂN NÓI “TẾT ĐẾN NƠI RỒI, KHÔNG CHO LÀM LÀ VỠ NỢ”",biết vẫn lm..đòi đền bù,vid_0010.jpg,Normal,train
2839,Giữa thủ đô mà lộng hành quá 😨 #xahoi #phapluat #batdongsan #chungcu #giangho #hanoi #plxhvn #phapluatxahoi,Giữa thử đồ mà lòng hành quá 😔😔😔 youtube.com/@plxhvnl,xã hội đen thì cũng nên có tí kiến thức,vid_0054.jpg,Offensive,train
7893,"Nhiều người chỉ coi đó như một trò đùa, như một kiểu chơi chữ mà quên mất rằng nó có thể là khởi nguồn để chia rẽ dân tộc. Điều đó rất đau lòng! #vtv24 #vtvdigital #tiktoknews #pbvm #phanbietvungmien",Do miền bắc chúng m làm trước Namkiki - TRUNG - parky 100nguoi mn chac dc 1 nguoi còn 100thang parky het 100 thang pbvm Nhức nhối trào lưu phân biệt vùng miền trên mạng xã hội,hội ko phân biệt vùng miền đâu ạ 🤚,vid_0009.jpg,Normal,train
12379,thấy gì sao câu chuyện của trà sữa Chagee và tụi yêu nước mõm #trasuachagee #hoangsatruongsalacuavietnam  #yeunuocmom #trasuachageeduongluoibo #yeunuocdochai,trà sữa chagee yêu nước mơm,Tại tụi nó mắc uống quá 😁😁😁,vid_0078.jpg,Hate Speech,train
4582,"Mình uy tín, bản lĩnh mà về sớm hơn chớ sợ gì mà phải đúng giờ vợ dặn #xuhuong2025 #tinhyeu #fypシ゚","Chồng ra đường, mình bỏ thêm vào bóp chồng vài triệu Chồng đi nhậu, gặp anh em bạn bè mình vui vẻ lựa áo quần, nhắc anh thay đồ để đi Mình hẹn anh 11h về... Thì 10h, anh sẽ về",người ta nói phụ nữ khôn vẫn thua phụ nữ khéo là vậy đó 🤭🤭🤭,vid_0030.jpg,Normal,train
14962,Góp ý thẳng thắn với VTV !!! #hiephoangngo #tiktoknew #trending,Sự cố kiểm duyệt của VTV Khi liên tục mắc các lỗi sơ đẳng!!!,dân số quãng trị hơn 1 tỷ nhà đài còn đăng đc mà..máy ông kiểm duyệt kiểu..bấm chạy rồi đi ngủ😂,vid_0053.jpg,Normal,train
115,#stanleymeyer #jeffreybradstreet #drsebi #alfredobowman #eugenemallove,NHỮNG CÁI CH*T BÍ ẨN,"""Bước ba bước nó bắn thủng đầu bạn.""",vid_0064.jpg,Hate Speech,train
8489,Nhà ở chưa mua mà A Guy đã tính mua đất nghĩa trang rồi. Trương Quốc Huy ở mĩ chưa có nhà mà nổ đã tính mua đất nghĩa trang #truongquochuy #n10tv #n10tvhighlight #n10tvshorts #bolsa #vietkieumy #vietnamtoiyeu #xh #xhtiktok #xuhuongtiktok #lenxuhuong #fantltv #TLTV #phandong,N1,không biết thằng này đã đc về VN để đào mả cha nó đem wa đó chưa ae,vid_0016.jpg,Offensive,train
12785,Ở Phnom benh vẫn An Toàn lắm cả nhà Chỉ ưa giựt điện thoại thôi à 😁 Mà nghe nói ở Bavet or Sihanoukville : 1 mạn/g = 10k usd là giải quyết êm ru#thinhdaden #campuchia #nhauxuyenviet #xh,Reply to susu saigon's comment bên đó có mấy vụ bắt cóc thiệt không anh Bắt Có/c ở Cam,Khách lẽ đi ban đêm lùa bắt hết,vid_0055.jpg,Offensive,train
8594,Nhà ở chưa mua mà A Guy đã tính mua đất nghĩa trang rồi. Trương Quốc Huy ở mĩ chưa có nhà mà nổ đã tính mua đất nghĩa trang #truongquochuy #n10tv #n10tvhighlight #n10tvshorts #bolsa #vietkieumy #vietnamtoiyeu #xh #xhtiktok #xuhuongtiktok #lenxuhuong #fantltv #TLTV #phandong,N1,nhìn cái mặt như này thì đâu có sướng !!!,vid_0016.jpg,Offensive,train
4924,Mọi người cùng lên tiếng thôiiii | Sân bay Việt nam tệ thế nào?!? #LuciaTrinh #fyp,Âm ảnh mang tên Sân bay Việt Nam,trong đó dịch vụ là kiểu bố thí mà 😆😆,vid_0059.jpg,Hate Speech,train
10042,Nhóm bạn quê thanh hóa “bắt tay” người Trung Quốc lập sào huyệt lừa đảo tại Campuchia #anninhmạng #foryou #CucAnninhmang #bocongan #A05 #fypシ #xhtiktok #j4f #cschdgovvn #xh #fyp #tiktok #trendingtiktok #cschd.gov.vn,NHÓM BẠN QUÊ THANH HÓA “BẮT TAY” NGƯỜI TRUNG QUỐC LẬP SÀO HUYỆT LỪA ĐẢO TẠI CAMPUCHIA,"mấy vụ tỉnh khác ko nói, cứ 36 là lên kì thị🤓☝",vid_0037.jpg,Hate Speech,train
15582,Góp ý thẳng thắn với VTV !!! #hiephoangngo #tiktoknew #trending,Sự cố kiểm duyệt của VTV Khi liên tục mắc các lỗi sơ đẳng!!!,May có smartphone và mạng xã hội phát triển nên VTV chỉ là thứ yếu để giới trẻ tiếp cận thông tin chứ không thì không biết dân ta sẽ bị ngu muội như thế nào nữa,vid_0053.jpg,Offensive,train
3255,Hiệp hội xăng dầu chính thức lên tiếng bảo vệ người tiêu dùng. #xeford,Cẩm Xe Xăng và Dầu Ranger Sport Thế hệ Mới Bản lĩnh vượt giới hạn,cứu tỉnh của người nghèo tới rồi,vid_0068.jpg,Normal,train
6885,Người phụ nữ đi ô tô xô đổ xe máy của shipper ở TPHCM #dantrinews #LearnOnTikTok #xuhuong,NGƯỜI PHỤ NỮ ĐI Ô TÔ XÔ ĐỔ XE MÁY CỦA SHIPPER Ở TPHCM,Hành động này là Phá hoại tài sản rồi,vid_0090.jpg,Normal,train
8684,Nhà ở chưa mua mà A Guy đã tính mua đất nghĩa trang rồi. Trương Quốc Huy ở mĩ chưa có nhà mà nổ đã tính mua đất nghĩa trang #truongquochuy #n10tv #n10tvhighlight #n10tvshorts #bolsa #vietkieumy #vietnamtoiyeu #xh #xhtiktok #xuhuongtiktok #lenxuhuong #fantltv #TLTV #phandong,N1,"mua được chưa a , e thấy a bị đũi khỏi nhà mà nổ",vid_0016.jpg,Offensive,train
15308,Góp ý thẳng thắn với VTV !!! #hiephoangngo #tiktoknew #trending,Sự cố kiểm duyệt của VTV Khi liên tục mắc các lỗi sơ đẳng!!!,Vtc làm nội dung chưa bh bằng vtc. Chẳng qua là của nhà nc thôi chứ ko nát như chó rồi,vid_0053.jpg,Offensive,train
3999,Không hiểu đi đứng kiểu gì! #suckhoedoisong #tintuc #thinhhanh #giaitritiktok #trending,NINJA LEAD BẺ LÁI THẦN SẦU... KHÔNG THÈM NHÌN AI! VÀ CÁI KẾT HÚ VÍA,Nhìn kĩ thì thấy không phải chạy ẩu đâu bả cũng từ từ xéo xéo qua chứ chạy ẩu là không may như v đâu,vid_0051.jpg,Normal,train
6633,Người phụ nữ đi ô tô xô đổ xe máy của shipper ở TPHCM #dantrinews #LearnOnTikTok #xuhuong,NGƯỜI PHỤ NỮ ĐI Ô TÔ XÔ ĐỔ XE MÁY CỦA SHIPPER Ở TPHCM,phạt gì nhẹ vậy trời 😏,vid_0090.jpg,Normal,train
7450,"Nhiều người chỉ coi đó như một trò đùa, như một kiểu chơi chữ mà quên mất rằng nó có thể là khởi nguồn để chia rẽ dân tộc. Điều đó rất đau lòng! #vtv24 #vtvdigital #tiktoknews #pbvm #phanbietvungmien",Do miền bắc chúng m làm trước Namkiki - TRUNG - parky 100nguoi mn chac dc 1 nguoi còn 100thang parky het 100 thang pbvm Nhức nhối trào lưu phân biệt vùng miền trên mạng xã hội,Giờ nhà nước ban hành luật đc đấm bọn phân biệt vùng miền thì quá đã pepsi ơi…😋,vid_0009.jpg,Normal,train
11248,Tuấn Hưng và vợ đi sự kiện Mắt anh ấy nhìn như mới chơi đá #hot #vietnam #showbiz,Thời phong độ ông này nhìn chất 👍 Tuấn Hưng và vợ đi sự kiện Dân trong nghề nhìn phát biết luôn,Tóc tai gì bù xù vậy trời 😌🤔🤔,vid_0062.jpg,Offensive,train
10339,Sát hạch lái xe nước bạn có bác nào dám thử không? #hoclaixe #hoclaixeoto #trungtamsathach #sathachlaixe,THI SÁT HẠCH LÁI XE TẠI NƯỚC BẢN,cái lùi là rớt lơp đợp luôn,vid_0066.jpg,Offensive,train
15054,Góp ý thẳng thắn với VTV !!! #hiephoangngo #tiktoknew #trending,Sự cố kiểm duyệt của VTV Khi liên tục mắc các lỗi sơ đẳng!!!,Thế hệ cợt nhả làm vtv 😩,vid_0053.jpg,Offensive,train
16235,Lý do Mấy bay mạnh nhất Nước Mỹ không có đối thủ #cuongnuocmy #maybay #f22 #f22raptor #cuocsongmy #quansu #vietkieu #vietnamese,Không có thumbnail text,Qua Việt Nam mấy cô đồng nát đang chờ,vid_0028.jpg,Offensive,train
336,#vinhomes #vinhomegrandpark #vinperaldiscovery,Có 27 tỷ mua nhà mà giờ ngồi khóc thấy thương không,Chơi vơi vện thì chả thế .,vid_0048.jpg,Hate Speech,train
3678,Khoa Pug Johnny lùa gà chơi DBZ. #taichinh #dautu #crypto #khoapug #johnnydang,DBZ Coin Diamond Boyz Coin to USD Chart Price Market Cap TradingView History 1D 7D 1M 3M 1Y YTD ALL LOG 0.14 0.12 0.10 0.080 0.045 0.040 0.020 USD Oct 13 Nov 13 USD Oct 14 Nov 14 BTC,"thế lúc vừa lên x2 x3 x4 gì đó tụi m ko bán ? biết là sẽ có lên có xuống , nhắm tình hình mà theo",vid_0003.jpg,Offensive,train
13124,Góp ý thẳng thắn với VTV !!! #hiephoangngo #tiktoknew #trending,Sự cố kiểm duyệt của VTV Khi liên tục mắc các lỗi sơ đẳng!!!,con lê bống còn vào được thì chịu,vid_0053.jpg,Offensive,train
9896,Nhìn thấy mấy chú CSGT đã run rồi thì còn thi thố gì nữa :))) #bommoney #tiktoknews,"KỲ THI SÁT HẠCH GPLX DO CSGT PHỤ TRÁCH “COI THI, CHẤM THI”: KẾT QUẢ 10 NGƯỜI THI THÌ 6 NGƯỜI TRƯỢT",Riết rồi t mệt với thế giới loài người này quá trời đi,vid_0057.jpg,Offensive,train
2594,"Giấy in nhiệt Ung thư, vô sinh, rối loạn nội tiết #tsdsngocan #duczohar #whcsktt #songkhoe247","Giấy in nhiệt Ung thư, vô sinh, rối loạn nội tiết",còn sống là tốt rồi 😇,vid_0024.jpg,Normal,train
2907,Giữa thủ đô mà lộng hành quá 😨 #xahoi #phapluat #batdongsan #chungcu #giangho #hanoi #plxhvn #phapluatxahoi,Giữa thử đồ mà lòng hành quá 😔😔😔 youtube.com/@plxhvnl,Ai là người được lợi tất nhiên là chị hiền,vid_0054.jpg,Normal,train
13436,Góp ý thẳng thắn với VTV !!! #hiephoangngo #tiktoknew #trending,Sự cố kiểm duyệt của VTV Khi liên tục mắc các lỗi sơ đẳng!!!,@H_Minh_Sau,vid_0053.jpg,Normal,train
2206,"CĂNG: Johnny Đặng ra clip 'ván bài lật ngửa' với Khoa Pug, tiết lộ cả 2 ngầm thoả thuận miệng việc PR tiền ảo  #tiinnews #johnnydang #khoapug","HOT: Johnny Đặng ra clip 'ván bài lật ngửa' với Khoa Pug, tiết lộ cả 2 ngầm thoả thuận miệng việc PR tiền ảo",sao lần nào ổng cũng để đá bào trên bàn hoài vậy ổng thèm à😂,vid_0004.jpg,Normal,train
11489,Vì sao người Hà Nội tính khí thất thường #vietnam #khihau #hanoi #mienbac,OK. Here's the text from the image: There is no text in the image.,lại đổ thừa trời đày.t dân miền Tây 2 bên hàng xóm rõ ràng. ng Bắc 54 họ vào Nam sống rất tốt nhá. k có hỏi biết bố m là ai như nhà Bắc 75.,vid_0011.jpg,Hate Speech,train
12949,Ở Phnom benh vẫn An Toàn lắm cả nhà Chỉ ưa giựt điện thoại thôi à 😁 Mà nghe nói ở Bavet or Sihanoukville : 1 mạn/g = 10k usd là giải quyết êm ru#thinhdaden #campuchia #nhauxuyenviet #xh,Reply to susu saigon's comment bên đó có mấy vụ bắt cóc thiệt không anh Bắt Có/c ở Cam,"đất nước quê hương mình tôi chưa đi hết nữa,qua đó làm gì.kkkk",vid_0055.jpg,Normal,train
2873,Giữa thủ đô mà lộng hành quá 😨 #xahoi #phapluat #batdongsan #chungcu #giangho #hanoi #plxhvn #phapluatxahoi,Giữa thử đồ mà lòng hành quá 😔😔😔 youtube.com/@plxhvnl,"Giờ vẫn nhiều thằng cố chấp,giấy tờ nhà người ta,thì là nhà của người ta,đòi cướp sao được",vid_0054.jpg,Offensive,train
7569,"Nhiều người chỉ coi đó như một trò đùa, như một kiểu chơi chữ mà quên mất rằng nó có thể là khởi nguồn để chia rẽ dân tộc. Điều đó rất đau lòng! #vtv24 #vtvdigital #tiktoknews #pbvm #phanbietvungmien",Do miền bắc chúng m làm trước Namkiki - TRUNG - parky 100nguoi mn chac dc 1 nguoi còn 100thang parky het 100 thang pbvm Nhức nhối trào lưu phân biệt vùng miền trên mạng xã hội,đám con nít cào phím thôi... kệ nó,vid_0009.jpg,Offensive,train
10271,Quảng Ngãi: Một đống heo nhiễm tả châu Phi suýt trở thành nguyên liệu làm lạp xưởng nếu công an không phát hiện kịp thời #tiinnews #quangngai,Quảng Ngãi: Một đống heo nhiễm tả châu Phi suýt trở thành nguyên liệu làm lạp xưởng nếu công an không phát hiện kịp thời,phạt mỗi con = giá trị tương đương ngoài thì trường cho sợ.,vid_0074.jpg,Offensive,train
8272,Nhà ở chưa mua mà A Guy đã tính mua đất nghĩa trang rồi. Trương Quốc Huy ở mĩ chưa có nhà mà nổ đã tính mua đất nghĩa trang #truongquochuy #n10tv #n10tvhighlight #n10tvshorts #bolsa #vietkieumy #vietnamtoiyeu #xh #xhtiktok #xuhuongtiktok #lenxuhuong #fantltv #TLTV #phandong,N1,Máy làm lOn gì có cửa mà về VN mấy thằng vô da cư,vid_0016.jpg,Offensive,train
15415,Góp ý thẳng thắn với VTV !!! #hiephoangngo #tiktoknew #trending,Sự cố kiểm duyệt của VTV Khi liên tục mắc các lỗi sơ đẳng!!!,Giờ vào vtv đâu có thi tuyển đâu… 1 là bố mẹ ông bà họ hàng cô dì chú bác phấn đấu thi hộ… 2 là polime thần chưởng chỉ đường dẫn lối 😂😂,vid_0053.jpg,Normal,train
16256,"Từ 26/7, TP HCM sẽ cấm nhiều loại xe lưu thông trên đường Lê Thánh Tôn #ThuVienPhapLuat #TVPL #Learnontiktok #Hoccungtiktok",ĐƯỜNG LÊ THÁNH TÔN ĐƯỜNG NGUYỄN HUỆ Ngày đăng: 23/07/2025 THƯ VIỆN PHÁP LUẬT TỪ 26/7/2025 TP HCM SẼ CẤM NHIỀU LOẠI XE LƯU THÔNG TRÊN ĐƯỜNG LÊ THÁNH TÔN,H cấm này cấm kia sắp tới cấm ăn cấm ngủ luôn 😳,vid_0088.jpg,Normal,train
2701,Giữa thủ đô mà lộng hành quá 😨 #xahoi #phapluat #batdongsan #chungcu #giangho #hanoi #plxhvn #phapluatxahoi,Giữa thử đồ mà lòng hành quá 😔😔😔 youtube.com/@plxhvnl,"cãi quái dze,ai có giấy tờ thì người đó là chủ nhà ,đơn dản v thou",vid_0054.jpg,Normal,train
8572,Nhà ở chưa mua mà A Guy đã tính mua đất nghĩa trang rồi. Trương Quốc Huy ở mĩ chưa có nhà mà nổ đã tính mua đất nghĩa trang #truongquochuy #n10tv #n10tvhighlight #n10tvshorts #bolsa #vietkieumy #vietnamtoiyeu #xh #xhtiktok #xuhuongtiktok #lenxuhuong #fantltv #TLTV #phandong,N1,"chắc mấy đời con cháu của may cũng ko về được,vì VN có Việt cộng",vid_0016.jpg,Hate Speech,train
11185,Tuấn Hưng và vợ đi sự kiện Mắt anh ấy nhìn như mới chơi đá #hot #vietnam #showbiz,Thời phong độ ông này nhìn chất 👍 Tuấn Hưng và vợ đi sự kiện Dân trong nghề nhìn phát biết luôn,Chơi vậy được gì k ae😅😅,vid_0062.jpg,Normal,train
3912,Không hiểu đi đứng kiểu gì! #suckhoedoisong #tintuc #thinhhanh #giaitritiktok #trending,NINJA LEAD BẺ LÁI THẦN SẦU... KHÔNG THÈM NHÌN AI! VÀ CÁI KẾT HÚ VÍA,đi đg t chỉ sợ mấy ông bà già thoi còn chả sợ gi,vid_0051.jpg,Hate Speech,train
9363,Nhà ở chưa mua mà A Guy đã tính mua đất nghĩa trang rồi. Trương Quốc Huy ở mĩ chưa có nhà mà nổ đã tính mua đất nghĩa trang #truongquochuy #n10tv #n10tvhighlight #n10tvshorts #bolsa #vietkieumy #vietnamtoiyeu #xh #xhtiktok #xuhuongtiktok #lenxuhuong #fantltv #TLTV #phandong,N1,Ăn ko có ăn mà suốt ngày cứ nói phét😂,vid_0016.jpg,Offensive,train
16219,Lý do Mấy bay mạnh nhất Nước Mỹ không có đối thủ #cuongnuocmy #maybay #f22 #f22raptor #cuocsongmy #quansu #vietkieu #vietnamese,Không có thumbnail text,a nói về TR3B đi a?,vid_0028.jpg,Normal,train
547,#vinhomes #vinhomegrandpark #vinperaldiscovery,Có 27 tỷ mua nhà mà giờ ngồi khóc thấy thương không,tóm lại 1 điều là cứ đất dân ở thì mua cho chắc cú,vid_0048.jpg,Normal,train
4088,Không đùa được với giới tinh hoa đâu nhé #xuhuong #giau  #tinhhoa #xahoi,ngành công nghiệp 194 tỷ đô trên 1 năm đấy,thế đã ko có chuyện tỷ phú chết vì ung thư. tỉnh đi dùm,vid_0065.jpg,Hate Speech,train
14623,Góp ý thẳng thắn với VTV !!! #hiephoangngo #tiktoknew #trending,Sự cố kiểm duyệt của VTV Khi liên tục mắc các lỗi sơ đẳng!!!,Giờ ko ai xem nên làm sơ sơ thôi 😂😂😂,vid_0053.jpg,Normal,train
9899,Nhìn thấy mấy chú CSGT đã run rồi thì còn thi thố gì nữa :))) #bommoney #tiktoknews,"KỲ THI SÁT HẠCH GPLX DO CSGT PHỤ TRÁCH “COI THI, CHẤM THI”: KẾT QUẢ 10 NGƯỜI THI THÌ 6 NGƯỜI TRƯỢT",Chứ để ra đường gặp mấy đứa chạy xe ngu tức lắm,vid_0057.jpg,Offensive,train
9774,Nhà ở chưa mua mà A Guy đã tính mua đất nghĩa trang rồi. Trương Quốc Huy ở mĩ chưa có nhà mà nổ đã tính mua đất nghĩa trang #truongquochuy #n10tv #n10tvhighlight #n10tvshorts #bolsa #vietkieumy #vietnamtoiyeu #xh #xhtiktok #xuhuongtiktok #lenxuhuong #fantltv #TLTV #phandong,N1,Vì ông này hay ra đó ngủ nên biết sạch sẽ thơm phức 😂😂😂,vid_0016.jpg,Offensive,train
12908,Ở Phnom benh vẫn An Toàn lắm cả nhà Chỉ ưa giựt điện thoại thôi à 😁 Mà nghe nói ở Bavet or Sihanoukville : 1 mạn/g = 10k usd là giải quyết êm ru#thinhdaden #campuchia #nhauxuyenviet #xh,Reply to susu saigon's comment bên đó có mấy vụ bắt cóc thiệt không anh Bắt Có/c ở Cam,cám ơn Em đã chia sẻ,vid_0055.jpg,Normal,train
15924,Lý do Mấy bay mạnh nhất Nước Mỹ không có đối thủ #cuongnuocmy #maybay #f22 #f22raptor #cuocsongmy #quansu #vietkieu #vietnamese,Không có thumbnail text,"Đúng rồi ""chưa có máy bay nào hạ gục được f22"", nó tự rơi không à, lý do là tại thời tiết 🤭🤭",vid_0028.jpg,Normal,train
6697,Người phụ nữ đi ô tô xô đổ xe máy của shipper ở TPHCM #dantrinews #LearnOnTikTok #xuhuong,NGƯỜI PHỤ NỮ ĐI Ô TÔ XÔ ĐỔ XE MÁY CỦA SHIPPER Ở TPHCM,Ủa chị bị gì vậy chị,vid_0090.jpg,Normal,train
7992,"Nhiều người chỉ coi đó như một trò đùa, như một kiểu chơi chữ mà quên mất rằng nó có thể là khởi nguồn để chia rẽ dân tộc. Điều đó rất đau lòng! #vtv24 #vtvdigital #tiktoknews #pbvm #phanbietvungmien",Do miền bắc chúng m làm trước Namkiki - TRUNG - parky 100nguoi mn chac dc 1 nguoi còn 100thang parky het 100 thang pbvm Nhức nhối trào lưu phân biệt vùng miền trên mạng xã hội,thấy nhiều bạn trẻ lớn mà k biết suy nghĩ v nếu đã có suy nghĩ như thế thì nên thấy có lỗi với đất nước với những người đã hi sinh vì muốn Bắc-Trung-Nam về một nhà đi,vid_0009.jpg,Normal,train
11478,Vì sao người Hà Nội tính khí thất thường #vietnam #khihau #hanoi #mienbac,OK. Here's the text from the image: There is no text in the image.,"nói như vậy nhột lắm nha😁. nói tụi nó như đàn khải tai trâu thôi,nó có hiểu gì đâu, nó địt mẹ địt bố là giỏi",vid_0011.jpg,Hate Speech,train
9643,Nhà ở chưa mua mà A Guy đã tính mua đất nghĩa trang rồi. Trương Quốc Huy ở mĩ chưa có nhà mà nổ đã tính mua đất nghĩa trang #truongquochuy #n10tv #n10tvhighlight #n10tvshorts #bolsa #vietkieumy #vietnamtoiyeu #xh #xhtiktok #xuhuongtiktok #lenxuhuong #fantltv #TLTV #phandong,N1,nhà không có ở mà bày đặt,vid_0016.jpg,Offensive,train
