id,video_title,thumbnail_text,comment_text,img,video,label
9896,Nhìn thấy mấy chú CSGT đã run rồi thì còn thi thố gì nữa :))) #bommoney #tiktoknews,"KỲ THI SÁT HẠCH GPLX DO CSGT PHỤ TRÁCH “COI THI, CHẤM THI”: KẾT QUẢ 10 NGƯỜI THI THÌ 6 NGƯỜI TRƯỢT",Riết rồi t mệt với thế giới loài người này quá trời đi,dataset/images/vid_0057.jpg,dataset/videos/vid_0057.mp4,Offensive
2907,Giữa thủ đô mà lộng hành quá 😨 #xahoi #phapluat #batdongsan #chungcu #giangho #hanoi #plxhvn #phapluatxahoi,Giữa thử đồ mà lòng hành quá 😔😔😔 youtube.com/@plxhvnl,Ai là người được lợi tất nhiên là chị hiền,dataset/images/vid_0054.jpg,dataset/videos/vid_0054.mp4,Normal
13436,Góp ý thẳng thắn với VTV !!! #hiephoangngo #tiktoknew #trending,Sự cố kiểm duyệt của VTV Khi liên tục mắc các lỗi sơ đẳng!!!,@H_Minh_Sau,dataset/images/vid_0053.jpg,dataset/videos/vid_0053.mp4,Normal
12949,Ở Phnom benh vẫn An Toàn lắm cả nhà Chỉ ưa giựt điện thoại thôi à 😁 Mà nghe nói ở Bavet or Sihanoukville : 1 mạn/g = 10k usd là giải quyết êm ru#thinhdaden #campuchia #nhauxuyenviet #xh,Reply to susu saigon's comment bên đó có mấy vụ bắt cóc thiệt không anh Bắt Có/c ở Cam,"đất nước quê hương mình tôi chưa đi hết nữa,qua đó làm gì.kkkk",dataset/images/vid_0055.jpg,dataset/videos/vid_0055.mp4,Normal
2873,Giữa thủ đô mà lộng hành quá 😨 #xahoi #phapluat #batdongsan #chungcu #giangho #hanoi #plxhvn #phapluatxahoi,Giữa thử đồ mà lòng hành quá 😔😔😔 youtube.com/@plxhvnl,"Giờ vẫn nhiều thằng cố chấp,giấy tờ nhà người ta,thì là nhà của người ta,đòi cướp sao được",dataset/images/vid_0054.jpg,dataset/videos/vid_0054.mp4,Offensive
7569,"Nhiều người chỉ coi đó như một trò đùa, như một kiểu chơi chữ mà quên mất rằng nó có thể là khởi nguồn để chia rẽ dân tộc. Điều đó rất đau lòng! #vtv24 #vtvdigital #tiktoknews #pbvm #phanbietvungmien",Do miền bắc chúng m làm trước Namkiki - TRUNG - parky 100nguoi mn chac dc 1 nguoi còn 100thang parky het 100 thang pbvm Nhức nhối trào lưu phân biệt vùng miền trên mạng xã hội,đám con nít cào phím thôi... kệ nó,dataset/images/vid_0009.jpg,dataset/videos/vid_0009.mp4,Offensive
8272,Nhà ở chưa mua mà A Guy đã tính mua đất nghĩa trang rồi. Trương Quốc Huy ở mĩ chưa có nhà mà nổ đã tính mua đất nghĩa trang #truongquochuy #n10tv #n10tvhighlight #n10tvshorts #bolsa #vietkieumy #vietnamtoiyeu #xh #xhtiktok #xuhuongtiktok #lenxuhuong #fantltv #TLTV #phandong,N1,Máy làm lOn gì có cửa mà về VN mấy thằng vô da cư,dataset/images/vid_0016.jpg,dataset/videos/vid_0016.mp4,Offensive
15415,Góp ý thẳng thắn với VTV !!! #hiephoangngo #tiktoknew #trending,Sự cố kiểm duyệt của VTV Khi liên tục mắc các lỗi sơ đẳng!!!,Giờ vào vtv đâu có thi tuyển đâu… 1 là bố mẹ ông bà họ hàng cô dì chú bác phấn đấu thi hộ… 2 là polime thần chưởng chỉ đường dẫn lối 😂😂,dataset/images/vid_0053.jpg,dataset/videos/vid_0053.mp4,Normal
16256,"Từ 26/7, TP HCM sẽ cấm nhiều loại xe lưu thông trên đường Lê Thánh Tôn #ThuVienPhapLuat #TVPL #Learnontiktok #Hoccungtiktok",ĐƯỜNG LÊ THÁNH TÔN ĐƯỜNG NGUYỄN HUỆ Ngày đăng: 23/07/2025 THƯ VIỆN PHÁP LUẬT TỪ 26/7/2025 TP HCM SẼ CẤM NHIỀU LOẠI XE LƯU THÔNG TRÊN ĐƯỜNG LÊ THÁNH TÔN,H cấm này cấm kia sắp tới cấm ăn cấm ngủ luôn 😳,dataset/images/vid_0088.jpg,dataset/videos/vid_0088.mp4,Normal
2701,Giữa thủ đô mà lộng hành quá 😨 #xahoi #phapluat #batdongsan #chungcu #giangho #hanoi #plxhvn #phapluatxahoi,Giữa thử đồ mà lòng hành quá 😔😔😔 youtube.com/@plxhvnl,"cãi quái dze,ai có giấy tờ thì người đó là chủ nhà ,đơn dản v thou",dataset/images/vid_0054.jpg,dataset/videos/vid_0054.mp4,Normal
8572,Nhà ở chưa mua mà A Guy đã tính mua đất nghĩa trang rồi. Trương Quốc Huy ở mĩ chưa có nhà mà nổ đã tính mua đất nghĩa trang #truongquochuy #n10tv #n10tvhighlight #n10tvshorts #bolsa #vietkieumy #vietnamtoiyeu #xh #xhtiktok #xuhuongtiktok #lenxuhuong #fantltv #TLTV #phandong,N1,"chắc mấy đời con cháu của may cũng ko về được,vì VN có Việt cộng",dataset/images/vid_0016.jpg,dataset/videos/vid_0016.mp4,Hate Speech
11185,Tuấn Hưng và vợ đi sự kiện Mắt anh ấy nhìn như mới chơi đá #hot #vietnam #showbiz,Thời phong độ ông này nhìn chất 👍 Tuấn Hưng và vợ đi sự kiện Dân trong nghề nhìn phát biết luôn,Chơi vậy được gì k ae😅😅,dataset/images/vid_0062.jpg,dataset/videos/vid_0062.mp4,Normal
3912,Không hiểu đi đứng kiểu gì! #suckhoedoisong #tintuc #thinhhanh #giaitritiktok #trending,NINJA LEAD BẺ LÁI THẦN SẦU... KHÔNG THÈM NHÌN AI! VÀ CÁI KẾT HÚ VÍA,đi đg t chỉ sợ mấy ông bà già thoi còn chả sợ gi,dataset/images/vid_0051.jpg,dataset/videos/vid_0051.mp4,Hate Speech
9363,Nhà ở chưa mua mà A Guy đã tính mua đất nghĩa trang rồi. Trương Quốc Huy ở mĩ chưa có nhà mà nổ đã tính mua đất nghĩa trang #truongquochuy #n10tv #n10tvhighlight #n10tvshorts #bolsa #vietkieumy #vietnamtoiyeu #xh #xhtiktok #xuhuongtiktok #lenxuhuong #fantltv #TLTV #phandong,N1,Ăn ko có ăn mà suốt ngày cứ nói phét😂,dataset/images/vid_0016.jpg,dataset/videos/vid_0016.mp4,Offensive
16219,Lý do Mấy bay mạnh nhất Nước Mỹ không có đối thủ #cuongnuocmy #maybay #f22 #f22raptor #cuocsongmy #quansu #vietkieu #vietnamese,Không có thumbnail text,a nói về TR3B đi a?,dataset/images/vid_0028.jpg,dataset/videos/vid_0028.mp4,Normal
547,#vinhomes #vinhomegrandpark #vinperaldiscovery,Có 27 tỷ mua nhà mà giờ ngồi khóc thấy thương không,tóm lại 1 điều là cứ đất dân ở thì mua cho chắc cú,dataset/images/vid_0048.jpg,dataset/videos/vid_0048.mp4,Normal
14623,Góp ý thẳng thắn với VTV !!! #hiephoangngo #tiktoknew #trending,Sự cố kiểm duyệt của VTV Khi liên tục mắc các lỗi sơ đẳng!!!,Giờ ko ai xem nên làm sơ sơ thôi 😂😂😂,dataset/images/vid_0053.jpg,dataset/videos/vid_0053.mp4,Normal
9899,Nhìn thấy mấy chú CSGT đã run rồi thì còn thi thố gì nữa :))) #bommoney #tiktoknews,"KỲ THI SÁT HẠCH GPLX DO CSGT PHỤ TRÁCH “COI THI, CHẤM THI”: KẾT QUẢ 10 NGƯỜI THI THÌ 6 NGƯỜI TRƯỢT",Chứ để ra đường gặp mấy đứa chạy xe ngu tức lắm,dataset/images/vid_0057.jpg,dataset/videos/vid_0057.mp4,Offensive
9774,Nhà ở chưa mua mà A Guy đã tính mua đất nghĩa trang rồi. Trương Quốc Huy ở mĩ chưa có nhà mà nổ đã tính mua đất nghĩa trang #truongquochuy #n10tv #n10tvhighlight #n10tvshorts #bolsa #vietkieumy #vietnamtoiyeu #xh #xhtiktok #xuhuongtiktok #lenxuhuong #fantltv #TLTV #phandong,N1,Vì ông này hay ra đó ngủ nên biết sạch sẽ thơm phức 😂😂😂,dataset/images/vid_0016.jpg,dataset/videos/vid_0016.mp4,Offensive
12908,Ở Phnom benh vẫn An Toàn lắm cả nhà Chỉ ưa giựt điện thoại thôi à 😁 Mà nghe nói ở Bavet or Sihanoukville : 1 mạn/g = 10k usd là giải quyết êm ru#thinhdaden #campuchia #nhauxuyenviet #xh,Reply to susu saigon's comment bên đó có mấy vụ bắt cóc thiệt không anh Bắt Có/c ở Cam,cám ơn Em đã chia sẻ,dataset/images/vid_0055.jpg,dataset/videos/vid_0055.mp4,Normal
15924,Lý do Mấy bay mạnh nhất Nước Mỹ không có đối thủ #cuongnuocmy #maybay #f22 #f22raptor #cuocsongmy #quansu #vietkieu #vietnamese,Không có thumbnail text,"Đúng rồi ""chưa có máy bay nào hạ gục được f22"", nó tự rơi không à, lý do là tại thời tiết 🤭🤭",dataset/images/vid_0028.jpg,dataset/videos/vid_0028.mp4,Normal
6697,Người phụ nữ đi ô tô xô đổ xe máy của shipper ở TPHCM #dantrinews #LearnOnTikTok #xuhuong,NGƯỜI PHỤ NỮ ĐI Ô TÔ XÔ ĐỔ XE MÁY CỦA SHIPPER Ở TPHCM,Ủa chị bị gì vậy chị,dataset/images/vid_0090.jpg,dataset/videos/vid_0090.mp4,Normal
7992,"Nhiều người chỉ coi đó như một trò đùa, như một kiểu chơi chữ mà quên mất rằng nó có thể là khởi nguồn để chia rẽ dân tộc. Điều đó rất đau lòng! #vtv24 #vtvdigital #tiktoknews #pbvm #phanbietvungmien",Do miền bắc chúng m làm trước Namkiki - TRUNG - parky 100nguoi mn chac dc 1 nguoi còn 100thang parky het 100 thang pbvm Nhức nhối trào lưu phân biệt vùng miền trên mạng xã hội,thấy nhiều bạn trẻ lớn mà k biết suy nghĩ v nếu đã có suy nghĩ như thế thì nên thấy có lỗi với đất nước với những người đã hi sinh vì muốn Bắc-Trung-Nam về một nhà đi,dataset/images/vid_0009.jpg,dataset/videos/vid_0009.mp4,Normal
9643,Nhà ở chưa mua mà A Guy đã tính mua đất nghĩa trang rồi. Trương Quốc Huy ở mĩ chưa có nhà mà nổ đã tính mua đất nghĩa trang #truongquochuy #n10tv #n10tvhighlight #n10tvshorts #bolsa #vietkieumy #vietnamtoiyeu #xh #xhtiktok #xuhuongtiktok #lenxuhuong #fantltv #TLTV #phandong,N1,nhà không có ở mà bày đặt,dataset/images/vid_0016.jpg,dataset/videos/vid_0016.mp4,Offensive
9944,Nhìn thấy mấy chú CSGT đã run rồi thì còn thi thố gì nữa :))) #bommoney #tiktoknews,"KỲ THI SÁT HẠCH GPLX DO CSGT PHỤ TRÁCH “COI THI, CHẤM THI”: KẾT QUẢ 10 NGƯỜI THI THÌ 6 NGƯỜI TRƯỢT",quá đã mi thi trước đó zoii,dataset/images/vid_0057.jpg,dataset/videos/vid_0057.mp4,Normal
949,Campuchia đơn độc giữa chiến sự: Cái giá quá đắt cho sai lầm của ông Hun Sen! #tintuc #yeunuocvietnam #chinhtrithegioi #tiktoknews #thoisu #tinnong #xuhuong,TIN CHIẾN SỰ CAMPUCHIA ĐÓN ĐỘC GIỮA XUNG ĐỘT VỚI,"lãnh đạo thì k ra cái gì, đất nước thì nghèo nàn k có nỗi 1 chiếc máy bay mà hay múa võ mồm, cô lập trong thời chiến cũng vừa bụng t lắm, chơi kiểu đó thì ai mà chơi, đồ phản phúc",dataset/images/vid_0092.jpg,dataset/videos/vid_0092.mp4,Hate Speech
10458,Sát hạch lái xe nước bạn có bác nào dám thử không? #hoclaixe #hoclaixeoto #trungtamsathach #sathachlaixe,THI SÁT HẠCH LÁI XE TẠI NƯỚC BẢN,bộ CA vào cuộc tí là tạch cả mớ🤣🤣🤣 thi kiểu này có khi còn vài % đậu,dataset/images/vid_0066.jpg,dataset/videos/vid_0066.mp4,Offensive
3497,Hiệp hội xăng dầu chính thức lên tiếng bảo vệ người tiêu dùng. #xeford,Cẩm Xe Xăng và Dầu Ranger Sport Thế hệ Mới Bản lĩnh vượt giới hạn,lắp bộ lọc khí ống xả để giảm thiểu khí thải xả ra có thế cũng ko nghĩ ra đc🤌,dataset/images/vid_0068.jpg,dataset/videos/vid_0068.mp4,Normal
3420,Hiệp hội xăng dầu chính thức lên tiếng bảo vệ người tiêu dùng. #xeford,Cẩm Xe Xăng và Dầu Ranger Sport Thế hệ Mới Bản lĩnh vượt giới hạn,tôi ủng hộ . mong đc như vây thì tốt,dataset/images/vid_0068.jpg,dataset/videos/vid_0068.mp4,Normal
13896,Góp ý thẳng thắn với VTV !!! #hiephoangngo #tiktoknew #trending,Sự cố kiểm duyệt của VTV Khi liên tục mắc các lỗi sơ đẳng!!!,"Vtv lằng nhằng lắm. Quay duyệt binh thì dở, làm nội dung thì sai lỗi",dataset/images/vid_0053.jpg,dataset/videos/vid_0053.mp4,Offensive
